,product_id,product_name,product_name_en
10,81327832,小米5X 手机 金色 全网通(4G+64G)标配版,Millet 5X mobile phone golden full Netcom (4G + 64G) standard version
11,79846965,源枝园味 澳橙 2个 单果约250g 水果,Yuan Zhi Yuan taste orange 2 fruit about 250g fruit
12,79294909,好利来 焦糖核桃 甜而不腻 顺丰派送 六粒装,Good to caramel walnut sweet but not greasy Shunfeng delivery six tablets
13,79294568,Ferrero Raffaello费列罗拉斐尔椰蓉扁桃仁糖果巧克力礼盒15粒150g,Ferrero Raffaello Ferrero Raffaello Coconut Almond Candy Chocolate Gift Box 15 capsules 150g
14,79841618,潮庭 汕头牛肉丸 250g/袋装,Influx of Shantou beef ball 250g / bag
15,79847120,【包邮】圣王冷冻小芋圆 紫薯圆 248g 单包装,[Free shipping] King St. frozen taro purple potato round single package 248g
16,79843570,嘉兴特产五芳斋熟食 腊味酱肉江南名卤肉酱鸭 酱板鸭 肉干肉脯真空包装 开袋即食 600g,Jiaxing specialty Wufang vegetarian cooked sausage meat Jiangnan name brine sauce duck sauce plate dried duck meat vacuum packed open bags ready-to-eat 600g
17,87132017,买2送1 牛轧糖 休闲零食特产软糖花生 抹茶 牛扎糖果 台湾喜糖250g包邮 花生味,Buy 2 get 1 free nougat casual snack specialty marshmallows green tea green tea bar Taiwan candy 250g peanut flavor
18,79844028,【罗腊肉】烟熏腊肉260g*2四川腊肉北川特产正宗熏肉农家土猪肉手工自制咸肉蜡肉烟熏腿肉,【Luo Bacon】 smoked bacon 260g * 2 Sichuan Bacon Beichuan specialty authentic bacon farmer soil pork hand-made bacon wax meat smoked leg meat
19,87707232,德国原装进口ritter sport瑞特斯波德运动排块巧克力休闲零食小吃 脆玉米片大米片夹心白巧克力 100g,Germany imported ritter sport Ruitebode sports row of chocolate snack snacks crispy corn flakes rice flakes sandwich white chocolate 100g
20,107441054,【新年货】三星 Galaxy Note8（SM-N9500）6GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,[New Year] Samsung Galaxy Note8 (SM-N9500) 6GB + 64GB mystery black mobile Unicom Telecom 4G mobile dual SIM dual standby
21,79877381,仁和金衡康罗汉果 润喉糖 2g*16粒 薄荷糖 铁盒,Renhe Jinhengluoshangnuo laxative 2g * 16 tablets mint tin box
22,73658282,力狼狗粮 通用型小中大型犬 泰迪比熊哈士奇阿拉斯加拉布拉多金毛全犬种 蘑菇系列 香菇鸡块成犬粮10kg20斤,Force dog food general-purpose small medium and large dogs Teddy Bears Husky Alaska Labrador Golden Retriever breeds of mushrooms mushrooms chicken into dog food 10kg20 kg
23,91851697,展艺 棉花糖牛轧糖原料 190克500克袋装 500g,Show art cotton candy nougat raw material 190 grams 500 grams bags 500g
24,79843028,薄荷香气 高浓缩 薄荷香精 饮料/果冻/ 食用香精 香精香料,Mint aroma of concentrated mint flavor drinks / jelly / flavor flavors and fragrances
25,79294457,德芙（Dove） 巧克力棒巧丝60支装威化巧克力棒保温包装休闲零食糖果送女友,Dove (Dove) chocolate bar clever 60 sticks Granville bar insulation package casual snack candy to his girlfriend
26,92783533,吉迅 结婚 马口铁 创意心形喜糖盒 婚庆用品 结婚喜糖盒子 喜糖包装 鸾凤和鸣小号,Jixun wedding tinplate creative wedding candy box wedding supplies wedding candy box candy package 鸾 phoenix and small trumpet
27,79294300,费列罗（FERRERO）巧克力糖果礼盒装情人节生日礼物送女友,FERRERO chocolate candy gift box Valentine's Day birthday gift girlfriend
28,79293728,士力架全家桶花生夹心巧克力德芙士力架散装婚庆喜糖果情人节礼物送女友 1000g袋装,Snickers barrel peanut sandwich chocolate Deffistss rack bulk wedding candy Valentine's Day gift to his girlfriend 1000g bags
29,79293524,ASDA 英国进口 艾斯达 纯黑巧克力 休闲零食 100g,ASDA UK imports Esstar pure dark chocolate casual snacks 100g
30,79877495,2017夏季新款一字拖鞋街头坡跟防水台鱼嘴凉拖鞋超高跟厚底松KY-HC-815凉拖 白色 35,2017 summer new word slippers street slope with waterproof Taiwan fish mouth slippers high heel with thick bottom loose KY-HC-815 cool white 35
31,79295019,奥地利进口 德芙巧丝轻柔夹心威化巧克力202.5g休闲威化巧克力盒装,Austria imported De Fu Qiaosi soft sandwich wafer of chocolate 202.5g casual Waichuan chocolate boxed
32,79841808,煌上煌 鸭脖鸭翅鸭锁骨组合 冷藏熟食 700g（鸭脖260g+鸭翅240g+鸭锁骨200g）,Huang Shanghuang duck neck duck wings clavicle combination frozen cooked 700g (duck neck 260g + duck wings 240g + duck clavicle 200g)
33,80361021,香漫丝顿（Xiangmansidun） 德芙情人节进口巧克力礼盒装糖果礼盒生日送女友礼物 紫色魅力装巧克力,Xiangmansidun Dove Valentine's Day imported chocolate gift box candy gift birthday gift girlfriend purple charm loaded chocolate
34,79847987,科尔沁 休闲肉脯零食 内蒙古特产 超干手撕风干牛肉干原味68g,Horqin snacks dried meat snacks Inner Mongolia specialty dried hand-dried beef jerky original flavor 68g
35,77108361,麦豆（Madden）狗零食 宠物狗狗零食 泰迪猫狗零食香肠 美味香肠火腿肠 洁牙咬胶肠 鸡肉味30根（450g）,Madden Dog Snacks Dog Treats Teddy Cats and Dogs Snacks Sausages Delicious Sausages Ham Sausage Sausage Sausage Chicken Intestine 30 (450g)
36,74417374,美国 SmartBones 狗狗零食磨牙棒洁齿棒狗咬胶 鸡肉卷花生酱味5支装,American SmartBones dog snacks teeth bar sticks dog bite chicken roll peanut sauce 5 sticks
37,79493597,彩虹电热毯单人 电褥子一键除螨电热毯定时关断安全调温型电毯子 长1.6米宽1米 时尚灰色 W23E,Rainbow electric blanket single electric mattress a key to remove the mite blanket on time off safety thermostat type electric blanket length 1.6 m wide 1 m fashion gray W23E
38,79847147,【厂家直营 京东配送 】御食园烤红薯500g 老北京特产 传统小吃休闲零食 独立小包装,[Direct factory outlets Jingdong] Royal Garden roasted sweet potato 500g old Beijing specialty traditional snack casual snacks independent small package
39,91817872,阿芙 长崎蛋糕 黑糖味 手撕小口袋面包休闲美味零食 糕点 整箱1000g,Afu Nagasaki cake brown sugar shredded small pocket bread snack delicious pastry FCL 1000g
40,101038456,多喜爱家纺 婚庆套件提花结婚四件套 玫瑰情丝 玫瑰情丝 1.8米床单,Multi-love textile wedding jacquard wedding suite four sets Rose rose silk rose love silk 1.8 meters sheets
41,79844729,东北新鲜旱黄瓜 水果黄瓜 荷兰黄瓜 2.5kg,Northeast fresh cucumbers cucumber fruit cucumber Netherlands cucumber 2.5kg
42,79841815,丫眯乐鲜花饼云南特产 丫眯玫瑰茉莉桂花3口味6袋组合1200克,Ah Mi flowers cake Yunnan specialty Ya Mi Rose Jasmine Osmanthus 3 flavors 6 bags portfolio 1200 grams
43,79844945,食乐康东北羊血肠240g,Food Kang Dong northeastern sheep blood intestine 240g
44,89435046,歌帝梵godiva松露进口巧克力礼盒装欢乐颂同款脆皮夹心经典口味12粒235g 七夕情人节,Godiva truffle GOD truffle imported chocolate gift box loaded with praise crisp sandwich classic taste 12 tablets 235g Valentine's Day Tanabata
45,73656825,柏可心（PawCares）天然猫薄荷饼干 （控制毛球） 猫饼干 100g,PawCares Natural Cats Peppermint Crackers 100g
46,73658256,伯顿天然幼猫猫粮成猫粮海洋鱼味猫粮5斤2.5kg猫食主粮低盐去毛球猫粮5kg 3kg,Burton natural kitten cat food into cat food marine fish cat food 5 pounds 2.5kg cat food staple low-salt hairball cat food 5kg 3kg
47,79294520,【新年货】荣耀9 全网通 标配版 4GB+64GB 魅海蓝 移动联通电信4G手机 双卡双待,[New Year] Glory 9 full Netcom standard version 4GB +64 GB Charm blue mobile Unicom Telecom 4G mobile dual sim dual standby
48,79295361,喜喆顺婚庆用品手持礼花筒礼炮礼炮彩带玫瑰礼花 结婚礼花筒婚宴一件6根庆典道具礼炮 礼花彩带 60cm全部玫瑰花瓣款6根,Hi Zhezhe wedding supplies hand-held fireworks salute gun salute ribbon rose flower wedding wedding flower tube wedding a 6 ceremony props salute fireworks ribbon 60cm all rose petals section 6
49,96514276,360手机 F5移动版 2GB+16GB 流光金 双卡双待,360 mobile phone F5 mobile version 2GB + 16GB Streamer gold dual card dual standby
50,79853324,十记庄园 广西小象牙芒果1.5kg 新鲜象牙芒新鲜水果 皮薄核小,Ten note manor Guangxi small ivory mango 1.5kg Fresh ivory mango fresh fruit skin thin nuclear small
51,92959025,利拉焦糖饼干 比利时黑糖酥性休闲早餐零食 咖啡味500g,Lira caramel biscuit Belgian brown sugar crisp casual breakfast snack coffee flavor 500g
52,79846333,贺福记红鱼头剁椒3Kg 酒店专用辣椒酱红辣椒调料酱 蒸鱼剁辣椒,He Fu Kee red fish head chop pepper 3Kg Hotel special chili sauce red pepper sauce sauce steamed fish chop pepper
53,79845230,小龙王九总食用槟榔 20元装食用槟榔 32g 湖南特产零食 不参与中奖活动无真空包装,Dragon King nine total consumption of betel nut 20 yuan betel nut dressing 32g Hunan specialty snacks do not participate in the prize-winning activities without vacuum packaging
54,80163997,炫迈（Stride） 炫迈口香糖 无糖口香糖 28片 50.4g 炫紫葡萄味1盒,Hyun step (Stride) Hyun Mai Chewing gum sugar-free chewing gum 28 50.4g Hyun purple grape taste 1 box
55,89435001,徐福记糖果喜糖批发散装水果糖硬糖软糖婚庆新年糖果 特浓鲜乳球500g,XU Fook Candy Candy Candy wholesale candy fructose hard candies wedding New Year confession 500g
56,79493467,士力架 花生夹心巧克力棒辣花生婚庆喜糖散装年货 500g士力架原味,Snickers peanut sandwich chocolate bar spicy peanut wedding candy in bulk 500g Snickers original flavor
57,79295060,黑金刚 抹茶松露巧克力糖果浓黑巧克力椰蓉朱古力丝滑白牛奶巧克力单盒装 纯黑50g,Black Diamond Matcha chocolate truffle candy dark chocolate coconut chocolate slip white milk chocolate single box of pure black 50g
58,79854123,包邮味芝元特辣微辣鱼排26g*20包 湖南特产洞庭湖野生鱼排可混鱼尾巴 香辣味鱼排20包,Package of flavor Zhiyuan spicy spicy fish steak 26g * 20 packs Hunan specialty Dongting Lake wild fish steak can mix fish tail spicy fish steak 20 packs
59,79847385,卡萨莫迪娜 (casamodena) 牛肉早餐肠 300g/包,Casamodena beef breakfast bowel 300g / bag
60,79294560,Hershey's/好时Kisses曲奇奶香白巧克力好时巧克力好时之吻36g袋装,Hershey's Hershey's Kisses Creamy White Chocolate Hershey's Kiss 36g Bag
61,108944230,倍乐思Beryl’s进口果仁糖果巧克力马来西亚烘焙扁桃仁夹心芝麻白巧克力120g/罐情人节 葡萄干夹心巧克力120g,Bertrand Beryl's imports of praline chocolate chocolate Malaysia baked almond sandwich sesame white chocolate 120g / cans Valentine's raisin chocolate 120g
62,81328009,包邮上海特产冠生园大白兔奶糖227g*4袋 原味红豆6味可选婚庆喜糖年货批发糖果儿时零食 原味227g*4袋,Shanghai specialty Guan Sheng Yuan rabbit white sugar 227g * 4 bags of original red beans 6 flavors optional wedding candy New Year wholesale candy childhood snacks original 227g * 4 bags
63,73658308,澳洲Cesar西莎/西沙 主厨系列 狗狗罐头宠物湿粮 时萝焗烤菲力牛 100g*6,Cesar Australia Cesar / Xisha chef series dog canned pet wet food roasted Philippine cow 100g * 6
64,74417282,力狼狗粮 中大型犬狗主粮 阿拉斯加金毛拉布拉多边牧通用型 幼犬深海鱼油10kg20斤,Force Wolf dog food staple food in large dogs Alaska Jin Mao Labrador and animal husbandry universal puppies deep sea fish oil 10kg20 kg
65,79296067,上海冠生园大白兔奶糖114克袋装原味红豆味酸奶味巧克力味玉米味 多味选择 原味1袋（114g*1袋）,Shanghai Guan Sheng Yuan White Rabbit candy 114 grams bagged flavor red bean flavor yogurt flavor chocolate taste more flavor selection of the original flavor 1 bag (114g * 1 bag)
66,79844599,【孝感馆】湖北孝感特产 米婆婆牌480ml 醇米酒汁月子酒 2瓶,【Xiaogan Hall】 Hubei Xiaogan specialty rice mother-in-law 480ml alcohol rice wine month wine 2 bottles
67,79294283,【京东超市】喔喔 棒棒糖 草莓牛奶味 休闲零食糖果喜糖 250g,[Jingdong supermarket] Oh Oh lollipops strawberry milk snack snacks candy candy 250g
68,79843978,悦胜 英国爱尔兰熟冻面包蟹 400g/只 袋装 黄金蟹 海鲜水产,Yue Sheng British Irish croutons crab 400g bag / bag gold crab seafood and fisheries
69,79846771,杏花楼 上海特产广式月饼多口味月饼 五仁玫瑰豆沙 中秋节月饼散装100g经典散装 五仁,Xinghua Shanghai upstairs specialty bread and moon cakes multi-tasted moon cake five Ren rose red bean moon cakes in bulk Mid-Autumn Festival 100g bulk five kernel
70,79845591,草原宏宝 羔羊去油净羊腰 300g/袋 （约4个） BBQ烧烤食材,Grassland Hongbao lamb to the oil net sheep waist 300g / bag (about 4) BBQ barbecue ingredients
71,79842623,【第二件半价】果集合 四川攀枝花 凯特芒果 2kg 新鲜水果 单果500-1000g,【The second half price】 fruit collection Sichuan Panzhihua Kate mango 2kg fresh fruit 500-1000g
72,79846976,【西藏特产】奇圣 高原美食 正宗 酱香牛鞭250g,[Tibetan specialty] Qisheng Plateau authentic sauce incense bullwhip 250g
73,79493562,沪生堂 玫瑰四物贞黑糖 180g,Shanghai Health Church rose four things Zhen brown sugar 180g
74,81327943,华为（HUAWEI） 荣耀9 4G手机 魅海蓝 全网通(6G+64G),HUAWEI (HUAWEI) glory 9 4G phone charm sea blue Netcom (6G + 64G)
75,73658726,宝路幼犬狗粮 牛奶蔬菜谷物配方幼犬粮4kg 泰迪狗粮 金毛幼犬狗粮,Po Road puppies dog food milk vegetable grain formula puppies food 4kg Teddy dog ​​food golden puppies dog food
76,79846583,【第2件87元】鲜佰客 单冻小龙虾尾虾尾 1000g 120-140只 袋装 海鲜虾球,[87 yuan] the first two fresh Bai Bai Bing crab tail shrimp tail 1000g 120-140 bags of seafood shrimp balls
77,79296467,【顺丰配送】德芙巧克力礼盒装创意巧克力礼盒生日七夕情人节平安夜圣诞节礼物 德芙高贵紫,【SF delivery】 Dove chocolate gift box creative chocolate gift box birthday Tanabata Valentine's Day Christmas Eve Christmas gift Dove noble purple
78,89801931,{单品包邮}米多奇香烤馍片饼干混合口味 50g*40包 零食饼干 大礼包,{Single product package} Mi Duoqi roasted cake biscuit mix taste 50g * 40 snack biscuits spree
79,79295643,德芙 士力架散装花生夹心巧克力1000g 能量棒休闲运动零食 婚庆喜糖年货 散装1000g,De Fu disabilities stand peanut sandwich chocolate 1000g energy bar leisure sports snacks wedding candy New Year in bulk 1000g
80,79295899,新年手工创意儿童水果麦芽糖果切片喜糖零食品情人节礼盒送孩子 三八蝴蝶节 女员工礼物 手工切片糖(款随机),New Year handmade creative children's fruit malt candy slice candy zero food Valentine's Day gift box to send children thirty-eight Butterfly Festival female staff hand-sliced ​​sugar (paragraph random)
81,96844013,黑金刚 抹茶松露巧克力糖果浓黑巧克力椰蓉朱古力丝滑白牛奶巧克力单盒装 牛奶50g,Black Diamond Matcha truffle chocolate confectionery dark chocolate coconut chocolate slip white milk chocolate single boxed milk 50g
82,79845550,云南特产 好吃的油牛肝菌风味罐头460g即食下饭菜 拌饭拌面,Yunnan specialty delicious oil bolete flavor canned 460g instant rice meal noodles
83,79845494,雄丰 爆汁鱼豆腐 500g装,Majestic explosion of fish tofu 500g equipment
84,77108364,御元气 宠物狗零食 泰迪萨摩鸡肉牛肉狗罐头 成犬零食 375g 鸡肉蔬菜味 375g*单罐,Royal element pet dog snacks Teddy Satsuma chicken beef dog canine dogs snacks 375g chicken vegetable flavor 375g * Single tank
85,79841751,湾仔码头紫薯水晶汤圆300g20只,Wan Chai pier purple potato crystal soup 300g20 only
86,79296112,比利时进口饼干 Desobry丹卓饼干 早餐饼 多种口味 休闲食品 嘉娜焦糖巧克力饼干140g,Belgian imports of biscuits Desobry Danzhuo biscuits breakfast cake variety flavors snack food Ji Na caramel chocolate biscuits 140g
87,73681367,风来客毫棒狗狗零食 狗狗咬胶磨牙棒洁齿骨 30支2寸 鸡肉味,Wind comedies great dog snacks dog bite gel teeth stick clean teeth 30 2-inch chicken flavor
88,89147749,【买2送1 送同款】怡浓纯可可脂松露型黑巧克力糖果4口味盒装办公室休闲零食品 120g单盒装,[Buy 2 get 1 free send] Yue Yi pure cocoa butter truffle dark chocolate candy 4 taste box office snack food 120g single box
89,79850010,福成美食家 8小时 辽参煲老母鸡汤 380g,Fu Cheng gourmet 8-hour Liao Sen pot old chicken soup 380g
90,79296570,【顺丰空运代写贺卡】圣诞节巧克力礼盒装送女友男友德芙巧克力礼盒,[SF] greeting cards by Christmas gift chocolate gift box delivery girlfriend boyfriend Dove chocolate gift box
91,79850562,【巧厨烘焙】百利牌吉士粉 卡士达粉 蛋挞蛋糕面包原料 布丁300克,[Clever cook] Bailey brand Gabriel Cassar powder egg tart cake bread raw pudding 300 grams
92,107098399,【台湾特产】维奕 黑糖饼干200g 焦糖味休闲零食 *1袋,【Taiwan specialty】 Victoria Yi brown sugar cookie 200g caramel snack snacks * 1 bag
93,79840591,Member's Mark 库尔勒香梨3.5kg 单果约110g Item#:447188,Member's Mark Korla Fragrance 3.5kg Single Fruit About 110g Item #: 447188
94,108379422,加拿大进口 威美顿无糖薄荷糖口香糖组合 水果味薄荷口香糖糖果 西瓜味36g*3盒,Canada imports Wimeimei sugar-free mint chewing gum combination of fruity peppermint candy candy 36g * 3 boxes of candy
95,79295311,雀巢（NESTLE） Nestle宝路薄荷糖750g 有个圈的薄荷糖 压片糖果袋装 薄荷口味 750g袋装,Nestle (NESTLE) Nestle Po Road Peppermint 750g mint candy with a circle candy bag mint flavor 750g bags
96,79840011,世纪牧场草原牛奶贝400g 独立包装干吃牛奶片 内蒙古特产儿童零食 正宗奶酪糖含乳片,Century Prairie milk shellfish 400g individually wrapped dry eat milk tablets Inner Mongolia specialty children's snacks authentic cheese with milk tablets
97,89802000,良品铺子 黄秋葵脆片40g 秋葵干 混合果蔬脆片 零食小吃 独立包装 香酥脆片 40g,Good product shop Okra crisps 40g Okra dry mixed fruit and vegetable crisps snack snacks individually wrapped fragrant crisp tablets 40g
98,86843212,比利时进口 和情（LOTUS）焦糖饼干 312.5g 独立小包装50片每袋,Belgium imported and love (LOTUS) caramel biscuits 312.5g independent small package of 50 pieces per bag
99,73659613,比瑞吉俱乐部狗粮 金毛泰迪柯基博美幼犬奶糕狗粮2kg,Bi Ruiji Club dog food Golden Teddy Koki Pomeranian puppy cake dog food 2kg
100,80521333,黑沙派乐包猫零食罐头猫咪鲜封包湿粮包宠物奖励零食50g 金枪鱼+蟹肉,Black sand Parcels Cats Snacks Canned Food Cats Fresh Envelopes Wet Food Packages Pet Rewards Snacks 50g Tuna + Crab
101,73658931,Cesar西莎 宠物狗罐头 西莎牛肉 100g,Cesar Sita Pet Canned Sesame Beef 100g
102,79293835,禧爱壹家 结婚道具布置气氛礼炮手持礼花筒婚庆用品开业礼炮彩带拉炮 婚礼点缀 礼炮-仿真玫瑰【6支装】（大号60cm）,Jubilee love a wedding props arrangement Atmosphere salute hand-held fireworks wedding supplies opened the gun salute ribbons wedding wedding embellishment salute - simulation rose [6 sticks] (large 60cm)
103,79847067,【活鲜】东海鲜活青蛤500g 约25-35个 盒装 海鲜水产,[Fresh] East Sea fresh clam 500g about 25-35 boxed seafood
104,91625801,魅族 魅蓝A5 移动定制版 2GB+16GB 香槟金 移动联通4G手机 双卡双待,Meizu charm blue A5 mobile customized version 2GB + 16GB champagne gold mobile Unicom 4G mobile dual SIM dual standby
105,79839623,Member's Mark 库尔勒香梨1.5kgX1 Item#:479441,Member's Mark Korla Fragrance 1.5kgX1 Item #: 479441
106,79839122,【台湾馆】维奕黑糖沙琪玛250克*3包 台湾特产休闲零食品,【Taiwan Pavilion】 Victoria Yi black sugar Sachema 250 grams * 3 package Taiwan specialty leisure zero food
107,79296788,荣耀 V8 双卡双待4G手机 铂光金 全网通(4GRAM+32GROM)标配,V8 dual card dual standby 4G mobile phone platinum light gold Netcom (4GRAM + 32GROM) standard
108,81215125,比利时进口Cote D'or克特多金象牛奶巧克力240gX2盒 节日礼盒,Belgium imported Cote D'or Custard chocolate milk 240gX2 box holiday gift box
109,79839194,科尔沁 休闲肉脯零食 内蒙古特产 手撕风干牛肉干原味400g,Horqin snacks casual Inner Mongolia specialty Shredded dried beef jerky flavor 400g
110,79844088,烟港 新鲜水果烟台特产莱阳梨黄金梨 6-9个 2.5kg,"Yantai, Yantai, Yantai specialty fruit pear Laiyang Pear 6-9 2.5kg"
111,93399295,良品铺子 黄桃果捞罐头 水果果捞橘子果捞新鲜糖水休闲零食小吃300g 果捞 黄桃果捞,Good product shop peach fruit canned salmon fruit fishing fruit salad fresh sugar leisure snack snacks 300g fruit fishing yellow peach fruit fishing
112,99800554,妙卡（MILKA）奥利奥松脆饼干碎 牛奶巧克力 碗装糖果零食 234g,MILKA Oreo Crispbread Crushed Milk Chocolate Bowl Candy Snack 234g
113,79848652,多美鲜（SUKI）埃蒙塔尔奶酪片 150g（再制干酪）（2件起售）,SUKI Emmental cheese 150g (cheese) (from 2 pieces on sale)
114,79846364,鲜菓篮 攀枝花凯特芒果 买一件送一件 实发8斤,Fruit basket Panzhihua Kate Mango buy one to send a real hair 8 pounds
115,79841660,【旅顺馆】 大连小银鱼干冰花鱼面条鱼 200g,[Lushun Museum] Dalian small whitebait dried fish ice noodles 200g fish
116,102202538,黄老五 木糖醇花生酥 四川特产 喜糖果 188g,Huang Lao five xylitol peanut crisp specialty Sichuan 188g candy
117,101035300,【宜宾馆】郭满堂烟熏腊肉500g/袋 四川特产腊肉 农家土猪后腿肉,[Hotel] Guomao Tang smoked bacon 500g / bag Sichuan specialty bacon farm pig hind legs meat
118,91625834,5MM/2.6MM拼拼豆豆 模板模型各种规格 拼豆模板diy模板全系列 5mm大模板（大圆）,5MM / 2.6MM spell spell Pea template model all kinds of spell bean template diy template full range of 5mm template (Oval)
119,89901892,顺丰配送 费列罗巧克力礼盒装情人节礼物香皂玫瑰花漂流瓶糖公仔送男女朋友生日万圣节糖果礼品,SF shipping Deloilte chocolate gift box Valentine's Day gift soap roses drifting bottles of sugar dolls to send boyfriend girlfriend Birthday Halloween candy gift
120,79293569,【京东配送】梦桥结婚喜糖盒子纸盒创意中国风镂空糖果盒婚庆用品 亲亲款喜糖盒加大款50个,[Jingdong delivery] dream bridge wedding candy box carton creative Chinese style hollow candy box wedding supplies kiss the candy box plus 50
121,98661970,春光椰子糖 榴莲奶糖 海南三亚特产小吃 糖果 包邮 特制椰子糖250g*3袋,"Spring coconut sugar durian milk sugar, Hainan, Sanya, specialty snacks, candy, special coconut sugar 250g * 3 bags"
122,89602934,【圣诞特惠】费列罗进口巧克力礼盒装 婚庆喜糖零食生日礼物情人节礼物巧克力糖果送贺卡 紫色心形16粒,[Christmas] Ferrero imports chocolate gift box wedding candy snack birthday gift Valentine's Day gift chocolate candy greeting card purple heart-shaped 16 tablets
123,79848833,羊奶片内蒙古特产零食 犇原 原味羊奶贝独立包装,Sheep milk tablets Inner Mongolia specialty snacks Ben original flavor milk shellfish independent packaging
124,99800552,Apple 苹果 iPhone6移动联通电信4G手机 金色 官方标配 32G,Apple Apple iPhone6 ​​mobile Unicom Telecom 4G mobile phone official standard 32G gold
125,97103829,阿尔卑斯（ALPENLIEBE） 阿尔卑斯棒棒糖20支 儿童糖果多口味棒棒批发送礼婚喜糖 热带水果奶味,Alps (ALPENLIEBE) Alps lollipops 20 children's candy multi-flavors Bang Bang wholesale wedding gift wedding candy tropical fruit flavor
126,89147698,德芙 心语巧克力250g散装 2种颜色 送冰袋 混合口味颜色,Dove heart chocolate 250g bulk 2 colors to send ice bag mix taste color
127,94059751,正宗徐福记糖果橡皮糖500g 散装软糖 结婚喜糖 休闲零食 单位团购糖果送礼佳 248g*2袋装橡皮糖,Authentic Xu Fu Kee Candy Gummy 500g candy wedding candy casual snack units buy candy good 248g * 2 bags of gummy
128,95213536,【新年货】锤子 坚果Pro 64GB 碳黑色 全网通 移动联通电信4G手机 双卡双待,[New Year] hammer nut Pro 64GB carbon black full Netcom Mobile Unicom Telecom 4G mobile dual card dual standby
129,79294624,徐福记糖果喜字棉花糖500g散装婚庆喜糖 休闲零食 送礼佳品糖果 团购更优惠 500g综合口味,Hsu Fu Chi Candy Candy word Candy 500g casual wedding candy casual snacks gift groceries candy buy more concessions 500g comprehensive taste
130,96190121,沟帮子 传统熏鸡900g/只正宗熏鸡非烧鸡扒鸡整鸡 熟食卤味 东北特产,Goubang child traditional smoked chicken 900g / only authentic smoked chicken non-roasted chicken braised chicken whole chicken cooked lobster northeast specialty
131,99800547,不二家棒棒糖袋装 20只装 牛奶棒棒糖果多种口味糖果 香醇牛奶味+乳酸牛奶味,Not only two lollipop bags 20 loaded milk lollipops candy flavors candy mellow milk taste + milk flavor
132,79846516,恒绿 香糯小紫薯 约300g 约3-6个 盒装 新鲜蔬菜,Hanging Hong waxy purple sweet potato about 300g about 3-6 boxes of fresh vegetables
133,79849553,大渔场 加拿大进口鲜活波士顿龙虾 450g-550g/只 海鲜水产,Large fishing grounds Canada imported fresh live Boston lobster 450g-550g / only seafood and fisheries
134,97103779,哎哟咪（Aiyomi）小梅的零食 夹心软糖 青提味120g/盒,Aiyomi Xiaomei snack sandwich jelly green taste 120g / box
135,81327963,徐福记 橡皮糖软糖儿童糖果（多味混合）QQ糖休闲零食520g 散装,Xu Fu remember gummy candy children's candy (mixed flavor) QQ candy casual snack 520g in bulk
136,79295183,德芙（Dove） 纯黑巧克力252g*3碗装66%醇黑苦巧克力结婚喜糖休闲零食聚会糖果,Dove Pure Dark Chocolate 252g * 3 bowl of 66% alcohol black bitter chocolate wedding candy casual snacks party candy
