review_id,stars
61060,3.0
6895,5.0
57150,4.0
49799,3.0
92404,5.0
50282,5.0
37859,5.0
99133,1.0
43163,5.0
51449,5.0
99927,5.0
67089,5.0
35331,5.0
32774,4.0
98965,5.0
13762,5.0
25491,4.0
66419,1.0
35023,4.0
56673,1.0
29949,4.0
79313,5.0
19690,4.0
91088,4.0
87167,1.0
49702,4.0
59664,5.0
82380,5.0
2382,5.0
86139,5.0
9134,1.0
26522,4.0
67085,4.0
37475,5.0
85463,5.0
97878,4.0
37629,5.0
48937,1.0
36512,5.0
37781,5.0
49761,5.0
98437,5.0
94532,5.0
37436,4.0
45553,5.0
83543,4.0
87113,5.0
76030,4.0
98216,3.0
10562,5.0
20875,4.0
87945,4.0
6925,4.0
92029,5.0
82768,5.0
61383,4.0
46036,5.0
54688,5.0
81675,5.0
31289,4.0
85135,4.0
5317,5.0
53536,4.0
97901,3.0
26158,5.0
63487,5.0
808,5.0
11070,4.0
81839,5.0
2542,5.0
59296,5.0
2521,1.0
83710,5.0
72711,4.0
10079,5.0
18195,5.0
60124,5.0
63013,4.0
17924,5.0
14084,5.0
80845,4.0
31470,5.0
83153,5.0
9272,5.0
3051,4.0
23445,1.0
707,5.0
27193,5.0
77946,3.0
35711,5.0
69073,5.0
65235,4.0
6412,5.0
22681,5.0
76422,5.0
18107,5.0
36977,4.0
87324,4.0
83721,5.0
77390,5.0
70319,2.0
21499,4.0
66293,2.0
30318,3.0
25316,1.0
23366,4.0
28637,5.0
79504,5.0
99174,3.0
94366,4.0
16813,1.0
88557,5.0
78377,5.0
54985,5.0
32257,4.0
63153,2.0
10649,4.0
19440,5.0
27601,5.0
72201,5.0
78075,4.0
83210,5.0
61983,5.0
99004,5.0
60665,5.0
96417,5.0
13856,5.0
3263,2.0
96242,5.0
74359,1.0
58285,1.0
13539,3.0
7780,4.0
55385,5.0
75360,5.0
84734,5.0
61933,5.0
17635,5.0
56499,5.0
5923,5.0
45915,5.0
60929,5.0
42964,3.0
33567,2.0
14663,5.0
89032,5.0
39000,4.0
71545,4.0
75437,4.0
50813,5.0
67964,5.0
80632,4.0
68446,5.0
21699,5.0
20,4.0
81313,5.0
89152,4.0
78708,1.0
767,4.0
22030,4.0
89759,5.0
79969,5.0
59997,4.0
81373,5.0
95839,5.0
26050,5.0
88098,4.0
70241,5.0
29238,5.0
11681,4.0
64632,1.0
46876,5.0
63899,5.0
78499,5.0
41159,5.0
8937,5.0
14550,4.0
78574,5.0
97569,5.0
37904,2.0
9405,5.0
97269,5.0
39893,5.0
17415,5.0
27548,5.0
4727,5.0
73883,5.0
87890,5.0
96975,4.0
9461,5.0
45064,1.0
19809,1.0
92446,3.0
63738,4.0
17659,4.0
2175,5.0
99621,5.0
34462,5.0
36043,1.0
77157,5.0
51657,4.0
17642,4.0
45209,1.0
62807,4.0
41244,4.0
40078,4.0
35763,4.0
35588,4.0
62376,1.0
90327,4.0
64580,5.0
29347,5.0
93119,5.0
85113,3.0
19343,5.0
94040,4.0
41288,5.0
30960,4.0
31931,5.0
49550,5.0
86350,5.0
23800,5.0
5002,5.0
6007,5.0
48200,5.0
26425,5.0
81370,5.0
17057,5.0
89395,1.0
50814,2.0
83017,5.0
23271,5.0
6790,3.0
16420,5.0
48121,4.0
2302,5.0
41144,4.0
24849,5.0
53945,5.0
94523,4.0
98863,5.0
34029,5.0
4330,5.0
65395,5.0
76096,5.0
84783,4.0
8079,5.0
92825,3.0
75193,4.0
69029,1.0
9278,5.0
46173,5.0
77867,4.0
11181,5.0
79421,5.0
55550,5.0
149,5.0
1837,5.0
66507,4.0
22363,5.0
36102,5.0
33328,4.0
88361,5.0
66757,2.0
43660,2.0
53890,5.0
71378,5.0
84192,5.0
26897,1.0
98040,5.0
85200,5.0
85217,1.0
91874,1.0
50591,5.0
67180,4.0
84931,2.0
13753,4.0
87338,4.0
64204,4.0
82603,5.0
87885,1.0
7803,4.0
79932,4.0
74701,5.0
50193,5.0
93090,2.0
51988,2.0
17504,5.0
93280,5.0
91542,5.0
22537,4.0
83240,5.0
97863,5.0
51368,5.0
96132,3.0
4854,5.0
1125,5.0
71899,1.0
10178,4.0
69072,5.0
27000,4.0
93580,1.0
28683,5.0
38826,1.0
80564,4.0
12625,5.0
12214,5.0
50828,5.0
24758,4.0
54610,1.0
87344,4.0
18727,5.0
83067,5.0
19295,5.0
18607,4.0
37301,3.0
34474,5.0
74110,4.0
68195,4.0
66918,1.0
79833,5.0
75516,3.0
79384,4.0
7707,1.0
54575,5.0
84815,5.0
11240,4.0
61766,5.0
6269,4.0
81111,4.0
55246,5.0
72372,5.0
74973,4.0
36910,4.0
8450,4.0
91166,5.0
78973,4.0
15920,1.0
18323,5.0
9869,5.0
18756,4.0
69459,1.0
18104,2.0
45268,4.0
92856,5.0
40916,1.0
79292,5.0
87181,5.0
64746,5.0
94557,5.0
11296,5.0
72578,5.0
68786,5.0
12367,5.0
85585,5.0
79945,5.0
47538,5.0
90838,5.0
81910,4.0
53859,5.0
39835,5.0
94034,5.0
83987,2.0
36868,5.0
25398,3.0
87004,5.0
19274,5.0
94683,5.0
18153,1.0
36459,5.0
39937,5.0
12976,5.0
80506,5.0
9402,5.0
12961,5.0
61884,5.0
67253,4.0
59480,1.0
4583,1.0
32526,5.0
91762,5.0
82148,3.0
95084,5.0
87971,5.0
43649,5.0
92529,5.0
44221,5.0
22813,5.0
31402,5.0
58372,5.0
50896,5.0
21838,5.0
5531,4.0
62034,4.0
20226,4.0
56183,5.0
7358,5.0
16818,5.0
28226,5.0
92337,5.0
69065,4.0
837,5.0
68129,5.0
72023,5.0
69525,5.0
26750,5.0
83502,5.0
42243,5.0
18108,5.0
43729,2.0
59573,4.0
11143,5.0
90944,3.0
19719,1.0
17023,5.0
84543,5.0
46560,5.0
18103,1.0
28357,5.0
94102,5.0
2459,5.0
88676,1.0
32247,5.0
51359,3.0
59099,5.0
76517,4.0
10534,2.0
76506,1.0
14412,4.0
35399,1.0
97480,5.0
61003,5.0
43336,5.0
15260,4.0
29392,5.0
44459,5.0
22665,5.0
48496,5.0
78759,5.0
79836,4.0
85004,5.0
20858,1.0
65205,4.0
68993,5.0
37783,5.0
69221,5.0
34773,5.0
86045,4.0
59502,5.0
89195,4.0
3485,5.0
95904,3.0
81163,2.0
18252,4.0
93324,5.0
4313,2.0
69712,4.0
74353,5.0
15510,5.0
43419,5.0
19504,5.0
77553,4.0
80353,5.0
48734,5.0
9578,5.0
2761,4.0
10175,5.0
90108,4.0
58467,5.0
700,5.0
32741,5.0
79473,5.0
85529,4.0
93967,5.0
69323,5.0
5573,3.0
44092,5.0
30829,3.0
50633,2.0
9361,1.0
28044,5.0
19163,5.0
42094,3.0
65582,1.0
71308,1.0
38120,3.0
68284,5.0
79560,4.0
50293,5.0
94536,5.0
47912,3.0
37441,5.0
34715,5.0
96225,5.0
88598,5.0
29782,5.0
45027,5.0
50798,4.0
96852,5.0
30618,5.0
14062,5.0
92419,5.0
57148,1.0
67556,5.0
67330,4.0
8345,5.0
97071,3.0
6028,1.0
26655,1.0
990,5.0
37221,5.0
37786,4.0
37845,5.0
9684,5.0
9053,4.0
17314,4.0
41028,5.0
30203,1.0
82759,5.0
83140,4.0
18971,5.0
22778,5.0
13335,1.0
98213,5.0
24917,4.0
60269,5.0
7083,4.0
40033,5.0
77655,5.0
79514,5.0
19468,5.0
60432,4.0
3127,5.0
84657,5.0
10959,5.0
14263,5.0
91806,5.0
50999,4.0
62016,1.0
58580,5.0
39497,5.0
91267,4.0
44436,5.0
26903,5.0
88202,1.0
74147,5.0
18274,5.0
30522,5.0
89118,4.0
86842,5.0
12734,5.0
96486,3.0
94083,5.0
92587,5.0
22558,1.0
23014,5.0
73305,5.0
97846,5.0
84374,5.0
12169,5.0
6944,5.0
93295,4.0
84287,4.0
1035,5.0
5592,5.0
87639,1.0
12152,5.0
97634,1.0
20097,5.0
79119,1.0
59102,4.0
48071,4.0
89381,5.0
83008,4.0
73579,4.0
5178,4.0
73065,4.0
25393,5.0
78015,5.0
73201,4.0
717,1.0
68220,4.0
55637,3.0
90176,5.0
15016,1.0
48938,1.0
60968,1.0
93787,4.0
93585,5.0
84545,5.0
70942,5.0
30387,5.0
49375,5.0
93925,5.0
80114,5.0
11938,4.0
13477,5.0
86805,4.0
24306,5.0
2254,5.0
59977,3.0
41390,5.0
81434,2.0
50664,2.0
46161,5.0
92129,5.0
93617,5.0
98023,5.0
78994,4.0
71085,5.0
99991,4.0
25257,5.0
14593,5.0
98177,5.0
92577,5.0
11882,5.0
37822,4.0
38311,3.0
14010,4.0
87827,5.0
25162,5.0
52300,4.0
35831,4.0
23849,4.0
18786,4.0
8711,5.0
10359,4.0
97367,5.0
87173,5.0
10091,4.0
33262,5.0
86771,5.0
32815,2.0
82494,5.0
89718,1.0
97175,5.0
44370,5.0
51674,5.0
86855,5.0
54638,4.0
11592,5.0
84389,5.0
10457,5.0
1006,5.0
13726,5.0
17371,3.0
40420,5.0
96673,4.0
56656,5.0
4989,3.0
869,4.0
8869,5.0
10502,1.0
20557,1.0
79070,5.0
61180,4.0
49473,5.0
86419,2.0
64814,5.0
59440,5.0
37125,4.0
52001,2.0
14811,3.0
84312,5.0
87428,5.0
10306,5.0
77988,5.0
76325,4.0
29509,5.0
24752,4.0
13083,5.0
2007,5.0
18044,4.0
58061,4.0
18430,5.0
9208,5.0
77282,5.0
69928,5.0
8712,4.0
65154,5.0
64538,4.0
59349,5.0
86180,4.0
62109,5.0
68116,4.0
78433,5.0
39180,4.0
5837,5.0
21989,5.0
43022,5.0
36439,4.0
55381,1.0
23940,4.0
21803,5.0
77240,5.0
99813,5.0
49189,5.0
13355,5.0
1062,2.0
82893,5.0
83294,4.0
37769,5.0
11015,5.0
24861,2.0
30465,5.0
61854,5.0
45340,4.0
44968,3.0
62687,5.0
69651,4.0
68663,1.0
49206,4.0
45327,5.0
30401,5.0
10311,5.0
75022,5.0
22988,5.0
37273,5.0
66789,4.0
50095,5.0
2336,5.0
85063,5.0
93621,5.0
9363,5.0
60999,5.0
58408,5.0
92887,3.0
87087,4.0
859,5.0
24608,5.0
79176,5.0
93574,5.0
75902,1.0
29742,2.0
47140,5.0
20722,5.0
58115,4.0
87546,5.0
24863,5.0
17018,5.0
75769,5.0
80458,5.0
15389,5.0
41970,1.0
84259,4.0
3223,4.0
85367,5.0
85251,3.0
10581,5.0
3933,5.0
12015,3.0
39174,4.0
31364,5.0
81538,4.0
31049,5.0
86758,5.0
25686,5.0
60146,4.0
86864,4.0
66484,4.0
55765,1.0
2563,4.0
43109,5.0
77141,5.0
22297,5.0
44135,1.0
72897,5.0
56401,5.0
71106,1.0
80194,4.0
62024,5.0
48414,5.0
74414,4.0
83729,5.0
95761,4.0
37046,4.0
15764,5.0
98681,5.0
56935,5.0
56037,3.0
58472,5.0
35358,4.0
84428,2.0
47073,5.0
87471,5.0
68327,4.0
89657,4.0
83036,5.0
57857,5.0
69293,5.0
43445,5.0
88605,1.0
55923,5.0
30284,5.0
29925,1.0
99678,3.0
63703,5.0
33817,5.0
78040,5.0
55977,3.0
82686,5.0
95982,5.0
15700,4.0
30854,2.0
48712,5.0
82448,4.0
87829,4.0
15261,4.0
96719,4.0
38488,5.0
93672,5.0
2925,4.0
58921,4.0
93552,5.0
27710,4.0
50951,4.0
73495,5.0
11774,5.0
76890,1.0
12407,5.0
37798,5.0
13147,5.0
40439,5.0
8317,5.0
82800,2.0
70930,3.0
23532,4.0
9351,5.0
5087,4.0
14557,5.0
76013,4.0
53795,5.0
7188,4.0
18380,5.0
60924,5.0
43798,1.0
6414,5.0
38066,1.0
29516,4.0
30408,5.0
89217,2.0
70837,5.0
35686,4.0
2485,1.0
27935,1.0
8024,4.0
14638,4.0
57129,5.0
8281,4.0
92315,5.0
75007,1.0
53163,2.0
63636,5.0
67161,5.0
85023,4.0
54254,5.0
6753,5.0
11522,4.0
38862,4.0
91747,5.0
57028,1.0
54306,5.0
12612,4.0
34574,5.0
26725,1.0
21164,5.0
44709,5.0
93250,5.0
67904,4.0
12568,4.0
54243,5.0
38925,5.0
52890,5.0
44099,5.0
61953,4.0
61058,3.0
88963,5.0
34764,4.0
51900,5.0
31207,1.0
9912,5.0
28544,5.0
90367,4.0
36069,3.0
90476,5.0
89196,4.0
53063,5.0
38505,5.0
36357,5.0
27553,4.0
63187,5.0
13245,4.0
73111,4.0
37014,5.0
92963,5.0
19292,2.0
33172,5.0
77123,5.0
47403,3.0
41326,5.0
87251,4.0
16881,5.0
9662,4.0
18210,5.0
36676,3.0
72751,2.0
26463,4.0
68626,4.0
37180,5.0
48716,1.0
67018,5.0
52425,5.0
17197,4.0
43581,5.0
88848,3.0
29791,5.0
52103,5.0
58004,1.0
57630,4.0
96914,1.0
23971,5.0
31217,5.0
62812,4.0
21475,5.0
49580,4.0
20012,4.0
72376,1.0
2397,4.0
78174,1.0
5552,4.0
96113,1.0
13595,5.0
10575,4.0
29120,4.0
87104,1.0
69826,5.0
7897,5.0
37128,5.0
14199,4.0
64618,5.0
82640,3.0
17433,5.0
6747,5.0
90628,5.0
22948,1.0
41109,5.0
82052,3.0
88570,4.0
26378,1.0
67210,5.0
20282,5.0
85294,5.0
82835,5.0
83563,5.0
80559,4.0
1087,5.0
33500,5.0
98129,4.0
65007,4.0
23707,5.0
92135,4.0
4679,3.0
87650,4.0
78692,5.0
34435,5.0
4507,5.0
17571,2.0
32860,5.0
47671,4.0
53360,5.0
91923,3.0
7506,5.0
43799,4.0
79491,4.0
78647,5.0
58973,1.0
28153,5.0
4903,4.0
43584,5.0
73348,4.0
15554,5.0
23075,5.0
57824,1.0
3121,3.0
26675,3.0
18996,5.0
76471,5.0
97358,5.0
8904,5.0
53592,5.0
63646,4.0
80465,4.0
76177,5.0
23524,4.0
55899,4.0
93892,4.0
4354,5.0
70346,5.0
61407,5.0
584,5.0
16037,5.0
72118,5.0
17047,5.0
4514,1.0
45675,5.0
14031,5.0
12012,5.0
26263,5.0
16944,5.0
66711,4.0
66302,5.0
65149,4.0
26129,5.0
5170,5.0
86340,5.0
82500,5.0
15333,4.0
83959,3.0
6162,4.0
1655,5.0
3820,5.0
13806,5.0
87197,5.0
36137,5.0
45439,5.0
8055,5.0
65467,4.0
15475,5.0
39475,3.0
30648,4.0
2214,5.0
72892,4.0
82903,5.0
39849,4.0
70299,4.0
14155,1.0
70617,4.0
69097,4.0
62537,5.0
9262,4.0
76691,4.0
96176,3.0
98907,5.0
76449,5.0
52214,5.0
83319,5.0
63241,5.0
94374,5.0
36716,5.0
61540,1.0
5814,5.0
9120,5.0
23520,4.0
6266,4.0
44114,5.0
34060,5.0
86848,5.0
21801,5.0
20797,5.0
55333,5.0
2251,5.0
29139,2.0
57313,5.0
24973,4.0
97951,4.0
88871,5.0
53087,5.0
43871,5.0
23984,5.0
85005,4.0
2245,5.0
50859,5.0
25247,5.0
58006,2.0
93403,4.0
33013,4.0
36288,5.0
23541,5.0
54034,5.0
79990,5.0
88002,1.0
26640,5.0
21211,1.0
68019,5.0
16855,4.0
20914,5.0
15169,5.0
24805,1.0
220,5.0
47494,4.0
39664,5.0
10422,4.0
65131,5.0
9948,5.0
98511,5.0
24645,2.0
55193,4.0
37054,2.0
43317,5.0
63861,5.0
27918,5.0
71829,2.0
70948,5.0
35845,5.0
29148,4.0
29671,5.0
13573,4.0
81351,5.0
5663,5.0
32232,5.0
26774,5.0
89555,4.0
50213,5.0
96172,4.0
28081,1.0
44840,5.0
31972,5.0
14892,5.0
66041,5.0
92935,5.0
59166,1.0
76485,1.0
60575,5.0
93043,5.0
46420,5.0
45363,5.0
36185,5.0
33071,4.0
79080,4.0
12931,5.0
36403,4.0
19710,5.0
12643,5.0
77004,4.0
3730,5.0
56093,5.0
44193,5.0
86627,4.0
72211,1.0
96646,5.0
41417,4.0
46752,4.0
95301,5.0
11464,5.0
63650,1.0
7324,4.0
66191,5.0
38173,5.0
80468,5.0
18823,5.0
38021,5.0
10664,1.0
66707,5.0
31532,3.0
91626,4.0
72867,5.0
57576,5.0
66674,4.0
67020,5.0
33802,5.0
